chr1	1	90000	0.0555
chr1	90001	180000	0.1384
chr1	180001	270000	0.0137
chr1	270001	360000	0.0169
chr1	360001	450000	0.0519
chr1	450001	540000	0.0878
chr1	540001	630000	0.2237
chr1	630001	720000	0.4142
chr1	720001	810000	0.2879
chr1	810001	900000	0.3475
chr1	900001	990000	0.0506
chr1	990001	1080000	0.0251
chr1	1080001	1170000	0.1067
chr1	1170001	1260000	0.0063
chr1	1260001	1350000	0.0261
chr1	1350001	1440000	0.0288
chr1	1440001	1530000	0.0312
chr1	1530001	1620000	0.0664
chr1	1620001	1710000	0.0407
chr1	1710001	1800000	0.0271
chr1	1800001	1890000	0.0066
chr1	1890001	1980000	0.0100
chr1	1980001	2070000	0.0700
chr1	2070001	2160000	0.0076
chr1	2160001	2250000	0.0106
chr1	2250001	2340000	0.0370
chr1	2340001	2430000	0.0059
chr1	2430001	2520000	0.5964
chr1	2520001	2610000	0.2040
chr1	2610001	2700000	0.3392
chr1	2700001	2790000	0.0091
chr1	2790001	2880000	0.0612
chr1	2880001	2970000	0.0472
chr1	2970001	3060000	0.0078
chr1	3060001	3150000	0.0232
chr1	3150001	3240000	0.1876
chr1	3240001	3330000	0.0626
chr1	3330001	3420000	0.0494
chr1	3420001	3510000	0.0181
chr1	3510001	3600000	0.3710
chr1	3600001	3690000	0.6065
chr1	3690001	3780000	0.1833
chr1	3780001	3870000	0.0212
chr1	3870001	3960000	0.1243
chr1	3960001	4050000	0.0088
chr1	4050001	4140000	0.1113
chr1	4140001	4230000	0.0073
chr1	4230001	4320000	0.0054
chr1	4320001	4410000	0.0142
chr1	4410001	4500000	0.0303
chr1	4500001	4590000	0.0052
chr1	4590001	4680000	0.0136
chr1	4680001	4770000	0.1473
chr1	4770001	4860000	0.2208
chr1	4860001	4950000	0.2124
chr1	4950001	5040000	0.0213
chr1	5040001	5130000	0.0275
chr1	5130001	5220000	0.0596
chr1	5220001	5310000	0.0052
chr1	5310001	5400000	0.0497
chr1	5400001	5490000	0.1912
chr1	5490001	5580000	0.1901
chr1	5580001	5670000	0.0845
chr1	5670001	5760000	0.0659
