chr1	1	90000	5
chr1	90001	180000	9
chr1	180001	270000	9
chr1	270001	360000	12
chr1	360001	450000	12
chr1	450001	540000	10
chr1	540001	630000	2
chr1	630001	720000	0
chr1	720001	810000	0
chr1	810001	900000	4
chr1	900001	990000	8
chr1	990001	1080000	11
chr1	1080001	1170000	7
chr1	1170001	1260000	9
chr1	1260001	1350000	11
chr1	1350001	1440000	8
chr1	1440001	1530000	9
chr1	1530001	1620000	9
chr1	1620001	1710000	9
chr1	1710001	1800000	9
chr1	1800001	1890000	12
chr1	1890001	1980000	11
chr1	1980001	2070000	11
chr1	2070001	2160000	15
chr1	2160001	2250000	11
chr1	2250001	2340000	12
chr1	2340001	2430000	10
chr1	2430001	2520000	1
chr1	2520001	2610000	4
chr1	2610001	2700000	4
chr1	2700001	2790000	10
chr1	2790001	2880000	7
chr1	2880001	2970000	6
chr1	2970001	3060000	14
chr1	3060001	3150000	9
chr1	3150001	3240000	4
chr1	3240001	3330000	9
chr1	3330001	3420000	9
chr1	3420001	3510000	9
chr1	3510001	3600000	2
chr1	3600001	3690000	0
chr1	3690001	3780000	6
chr1	3780001	3870000	9
chr1	3870001	3960000	6
chr1	3960001	4050000	5
chr1	4050001	4140000	9
chr1	4140001	4230000	14
chr1	4230001	4320000	12
chr1	4320001	4410000	10
chr1	4410001	4500000	7
chr1	4500001	4590000	12
chr1	4590001	4680000	9
chr1	4680001	4770000	4
chr1	4770001	4860000	4
chr1	4860001	4950000	8
chr1	4950001	5040000	7
chr1	5040001	5130000	12
chr1	5130001	5220000	7
chr1	5220001	5310000	4
chr1	5310001	5400000	15
chr1	5400001	5490000	7
chr1	5490001	5580000	5
chr1	5580001	5670000	6
chr1	5670001	5760000	9
chr1	5760001	5850000	9
chr1	5850001	5940000	4
chr1	5940001	6030000	7
chr1	6030001	6120000	8
chr1	6120001	6210000	10
chr1	6210001	6300000	9
chr1	6300001	6390000	11
chr1	6390001	6480000	6
chr1	6480001	6570000	7
chr1	6570001	6660000	13
chr1	6660001	6750000	8
chr1	6750001	6840000	9
chr1	6840001	6930000	7
chr1	6930001	7020000	12
chr1	7020001	7110000	9
chr1	7110001	7200000	4
chr1	7200001	7290000	8
chr1	7290001	7380000	7
chr1	7380001	7470000	9
chr1	7470001	7560000	10
chr1	7560001	7650000	8
chr1	7650001	7740000	9
chr1	7740001	7830000	7
chr1	7830001	7920000	10
chr1	7920001	8010000	5
chr1	8010001	8100000	5
chr1	8100001	8190000	4
chr1	8190001	8280000	7
chr1	8280001	8370000	5
chr1	8370001	8460000	11
chr1	8460001	8550000	6
chr1	8550001	8640000	9
chr1	8640001	8730000	6
chr1	8730001	8820000	8
chr1	8820001	8910000	10
chr1	8910001	9000000	8
chr1	9000001	9090000	8
chr1	9090001	9180000	7
chr1	9180001	9270000	8
chr1	9270001	9360000	10
chr1	9360001	9450000	4
chr1	9450001	9540000	9
chr1	9540001	9630000	6
chr1	9630001	9720000	11
chr1	9720001	9810000	10
chr1	9810001	9900000	11
chr1	9900001	9990000	7
chr1	9990001	10080000	11
